run,type,module,name,attrname,attrvalue,value
General-11-20210504-13:13:32-10633,param,,,**.sigma,0,
General-11-20210504-13:13:32-10633,param,,,**.constraintAreaMinX,0m,
General-11-20210504-13:13:32-10633,param,,,**.constraintAreaMinY,0m,
General-11-20210504-13:13:32-10633,param,,,**.constraintAreaMinZ,0m,
General-11-20210504-13:13:32-10633,param,,,**.constraintAreaMaxX,3000m,
General-11-20210504-13:13:32-10633,param,,,**.constraintAreaMaxY,3000m,
General-11-20210504-13:13:32-10633,param,,,**.constraintAreaMaxZ,3000m,
General-11-20210504-13:13:32-10633,param,,,CartagenaOPAL.**.radio.separateTransmissionParts,false,
General-11-20210504-13:13:32-10633,param,,,CartagenaOPAL.**.radio.separateReceptionParts,false,
General-11-20210504-13:13:32-10633,param,,,**.delayer.config,"xmldoc(""cloudDelays.xml"")",
General-11-20210504-13:13:32-10633,param,,,**.radio.radioMediumModule,"""OpalLoRaRadioMedium""",
General-11-20210504-13:13:32-10633,param,,,**.minInterferenceTime,0s,
General-11-20210504-13:13:32-10633,param,,,**.displayAddresses,false,
General-11-20210504-13:13:32-10633,param,,,**.OpalLoRaRadioMedium.carrierFrequency,868MHz,
General-11-20210504-13:13:32-10633,param,,,**.mediumLimitCache.carrierFrequency,868MHz,
General-11-20210504-13:13:32-10633,param,,,**.radio.carrierFrequency,868MHz,
General-11-20210504-13:13:32-10633,param,,,**.OpalLoRaRadioMedium.loadMeshesFromFile,true,
General-11-20210504-13:13:32-10633,param,,,**.OpalLoRaRadioMedium.useDecimalDegreeDelta,true,
General-11-20210504-13:13:32-10633,param,,,**.OpalLoRaRadioMedium.meshesPath,"""meshes_cartagena""",
General-11-20210504-13:13:32-10633,param,,,**.OpalLoRaRadioMedium.receptionRadius,2m,
General-11-20210504-13:13:32-10633,param,,,**.OpalLoRaRadioMedium.maxNumberOfReflections,30,
General-11-20210504-13:13:32-10633,param,,,**.OpalLoRaRadioMedium.pathLoss.typename,"""TwoRayInterference""",
General-11-20210504-13:13:32-10633,param,,,**.OpalLoRaRadioMedium.meshesFileList,"""/home/anrunie/Documentos/GIRTEL/LoRa-INET-AI1/inet/simulations/meshes_cartagena_new/meshes/names.txt""",
General-11-20210504-13:13:32-10633,param,,,**.OpalLoRaRadioMedium.isStatic,true,
General-2-20210504-13:12:44-10492,runattr,,,configname,General,
General-2-20210504-13:12:44-10492,runattr,,,datetime,20210504-13:12:44,
General-2-20210504-13:12:44-10492,runattr,,,experiment,General,
General-2-20210504-13:12:44-10492,runattr,,,inifile,loRaNetworkCartagenaOPAL-SINTOPOGRAFIA.ini,
General-2-20210504-13:12:44-10492,runattr,,,iterationvars,"$0=""avg""",
General-2-20210504-13:12:44-10492,runattr,,,iterationvarsf,avg-,
General-2-20210504-13:12:44-10492,runattr,,,measurement,"$0=""avg""",
General-2-20210504-13:12:44-10492,runattr,,,network,CartagenaOPAL,
General-2-20210504-13:12:44-10492,runattr,,,processid,10492,
General-2-20210504-13:12:44-10492,runattr,,,repetition,2,
General-2-20210504-13:12:44-10492,runattr,,,replication,#2,
General-2-20210504-13:12:44-10492,runattr,,,resultdir,results,
General-2-20210504-13:12:44-10492,runattr,,,runnumber,2,
General-2-20210504-13:12:44-10492,runattr,,,seedset,2,
General-2-20210504-13:12:44-10492,param,,,**.numberOfGateways,15,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].numUdpApps,1,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].packetForwarder.localPort,2000,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].packetForwarder.destPort,1000,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].packetForwarder.destAddresses,"""networkServer""",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].packetForwarder.indexNumber,0,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].receptionRadius,1,
General-2-20210504-13:12:44-10492,param,,,**.LoRaGWNic.radio.iAmGateway,true,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].**.initFromDisplayString,false,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[0].**.initialX,"uniform(1583.19m, 1583.49m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[0].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[0].**.initialZ,"uniform(644.45m,644.75m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[1].**.initialX,"uniform(1607.25m,1607.55m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[1].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[1].**.initialZ,"uniform(653.15m,653.55m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[2].**.initialX,"uniform(1618.35m, 1618.65m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[2].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[2].**.initialZ,"uniform(629.15m,629.45m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[3].**.initialX,"uniform(1625.75m, 1626.05m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[3].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[3].**.initialZ,"uniform(692.14m, 692.44m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[4].**.initialX,"uniform(1608.05m, 1608.35m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[4].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[4].**.initialZ,"uniform(702.65m, 702.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[5].**.initialX,"uniform(1578.75m, 1579.05m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[5].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[5].**.initialZ,"uniform(680.85m, 681.15m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[6].**.initialX,"uniform(1560.05m, 1560.35m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[6].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[6].**.initialZ,"uniform(674.35m, 674.65m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[7].**.initialX,"uniform(1547.75m, 1548.05m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[7].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[7].**.initialZ,"uniform(665.95m, 666.25m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[8].**.initialX,"uniform(1619.98m, 1620.28m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[8].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[8].**.initialZ,"uniform(620.79m, 621.09m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[9].**.initialX,"uniform(1632.75m, 1633.05m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[9].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[9].**.initialZ,"uniform(560.40m, 560.70m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[10].**.initialX,"uniform(1572.75m, 1573.05m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[10].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[10].**.initialZ,"uniform(560.40m, 560.70m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[11].**.initialX,"uniform(1528.65m, 1528.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[11].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[11].**.initialZ,"uniform(604.85m, 605.15m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[12].**.initialX,"uniform(1497.65m, 1497.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[12].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[12].**.initialZ,"uniform(611.75m, 612.05m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[13].**.initialX,"uniform(1504.05m, 1504.35m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[13].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[13].**.initialZ,"uniform(626.57m, 626.87m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[14].**.initialX,"uniform(1527.15m, 1527.45m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[14].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[14].**.initialZ,"uniform(646.55m, 646.85m)",
General-2-20210504-13:12:44-10492,param,,,**.networkServer.numUdpApps,1,
General-2-20210504-13:12:44-10492,param,,,**.networkServer.**.evaluateADRinServer,false,
General-2-20210504-13:12:44-10492,param,,,**.networkServer.udpApp[0].typename,"""NetworkServerApp""",
General-2-20210504-13:12:44-10492,param,,,**.networkServer.udpApp[0].destAddresses,"""loRaGW[*]""",
General-2-20210504-13:12:44-10492,param,,,**.networkServer.udpApp[0].destPort,2000,
General-2-20210504-13:12:44-10492,param,,,**.networkServer.udpApp[0].localPort,1000,
General-2-20210504-13:12:44-10492,param,,,**.networkServer.udpApp[0].adrMethod,"""avg""",
General-2-20210504-13:12:44-10492,param,,,**.numberOfPacketsToSend,0,
General-2-20210504-13:12:44-10492,param,,,**.timeToFirstPacket,exponential(100s),
General-2-20210504-13:12:44-10492,param,,,**.timeToNextPacket,exponential(100s),
General-2-20210504-13:12:44-10492,param,,,**.alohaChannelModel,false,
General-2-20210504-13:12:44-10492,param,,,**.numberOfNodes,1,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**.initFromDisplayString,false,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**.evaluateADRinNode,false,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**initialLoRaSF,12,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**initialLoRaBW,125 kHz,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**initialLoRaCR,5,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**initialLoRaTP,14 dBm,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[0].**.initialX,1549.14m,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[0].**.initialY,15m,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[0].**.initialZ,620.8m,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].LoRaNic.radio.energyConsumerType,"""LoRaEnergyConsumer""",
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**.energySourceModule,"""IdealEpEnergyStorage""",
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].LoRaNic.radio.energyConsumer.configFile,"xmldoc(""energyConsumptionParameters.xml"")",
General-2-20210504-13:12:44-10492,param,,,**.sigma,0,
General-2-20210504-13:12:44-10492,param,,,**.constraintAreaMinX,0m,
General-2-20210504-13:12:44-10492,param,,,**.constraintAreaMinY,0m,
General-2-20210504-13:12:44-10492,param,,,**.constraintAreaMinZ,0m,
General-2-20210504-13:12:44-10492,param,,,**.constraintAreaMaxX,3000m,
General-2-20210504-13:12:44-10492,param,,,**.constraintAreaMaxY,3000m,
General-2-20210504-13:12:44-10492,param,,,**.constraintAreaMaxZ,3000m,
General-2-20210504-13:12:44-10492,param,,,CartagenaOPAL.**.radio.separateTransmissionParts,false,
General-2-20210504-13:12:44-10492,param,,,CartagenaOPAL.**.radio.separateReceptionParts,false,
General-2-20210504-13:12:44-10492,param,,,**.delayer.config,"xmldoc(""cloudDelays.xml"")",
General-2-20210504-13:12:44-10492,param,,,**.radio.radioMediumModule,"""OpalLoRaRadioMedium""",
General-2-20210504-13:12:44-10492,param,,,**.minInterferenceTime,0s,
General-2-20210504-13:12:44-10492,param,,,**.displayAddresses,false,
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.carrierFrequency,868MHz,
General-2-20210504-13:12:44-10492,param,,,**.mediumLimitCache.carrierFrequency,868MHz,
General-2-20210504-13:12:44-10492,param,,,**.radio.carrierFrequency,868MHz,
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.loadMeshesFromFile,true,
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.useDecimalDegreeDelta,true,
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.meshesPath,"""meshes_cartagena""",
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.receptionRadius,2m,
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.maxNumberOfReflections,30,
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.pathLoss.typename,"""TwoRayInterference""",
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.meshesFileList,"""/home/anrunie/Documentos/GIRTEL/LoRa-INET-AI1/inet/simulations/meshes_cartagena_new/meshes/names.txt""",
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.isStatic,true,
General-2-20210504-13:12:44-10492,param,,,**.numberOfGateways,15,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].numUdpApps,1,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].packetForwarder.localPort,2000,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].packetForwarder.destPort,1000,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].packetForwarder.destAddresses,"""networkServer""",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].packetForwarder.indexNumber,0,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].receptionRadius,1,
General-2-20210504-13:12:44-10492,param,,,**.LoRaGWNic.radio.iAmGateway,true,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[*].**.initFromDisplayString,false,
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[0].**.initialX,"uniform(1583.19m, 1583.49m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[0].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[0].**.initialZ,"uniform(644.45m,644.75m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[1].**.initialX,"uniform(1607.25m,1607.55m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[1].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[1].**.initialZ,"uniform(653.15m,653.55m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[2].**.initialX,"uniform(1618.35m, 1618.65m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[2].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[2].**.initialZ,"uniform(629.15m,629.45m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[3].**.initialX,"uniform(1625.75m, 1626.05m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[3].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[3].**.initialZ,"uniform(692.14m, 692.44m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[4].**.initialX,"uniform(1608.05m, 1608.35m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[4].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[4].**.initialZ,"uniform(702.65m, 702.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[5].**.initialX,"uniform(1578.75m, 1579.05m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[5].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[5].**.initialZ,"uniform(680.85m, 681.15m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[6].**.initialX,"uniform(1560.05m, 1560.35m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[6].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[6].**.initialZ,"uniform(674.35m, 674.65m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[7].**.initialX,"uniform(1547.75m, 1548.05m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[7].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[7].**.initialZ,"uniform(665.95m, 666.25m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[8].**.initialX,"uniform(1619.98m, 1620.28m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[8].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[8].**.initialZ,"uniform(620.79m, 621.09m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[9].**.initialX,"uniform(1632.75m, 1633.05m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[9].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[9].**.initialZ,"uniform(560.40m, 560.70m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[10].**.initialX,"uniform(1572.75m, 1573.05m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[10].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[10].**.initialZ,"uniform(560.40m, 560.70m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[11].**.initialX,"uniform(1528.65m, 1528.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[11].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[11].**.initialZ,"uniform(604.85m, 605.15m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[12].**.initialX,"uniform(1497.65m, 1497.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[12].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[12].**.initialZ,"uniform(611.75m, 612.05m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[13].**.initialX,"uniform(1504.05m, 1504.35m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[13].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[13].**.initialZ,"uniform(626.57m, 626.87m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[14].**.initialX,"uniform(1527.15m, 1527.45m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[14].**.initialY,"uniform(0.65m, 0.95m)",
General-2-20210504-13:12:44-10492,param,,,**.loRaGW[14].**.initialZ,"uniform(646.55m, 646.85m)",
General-2-20210504-13:12:44-10492,param,,,**.networkServer.numUdpApps,1,
General-2-20210504-13:12:44-10492,param,,,**.networkServer.**.evaluateADRinServer,false,
General-2-20210504-13:12:44-10492,param,,,**.networkServer.udpApp[0].typename,"""NetworkServerApp""",
General-2-20210504-13:12:44-10492,param,,,**.networkServer.udpApp[0].destAddresses,"""loRaGW[*]""",
General-2-20210504-13:12:44-10492,param,,,**.networkServer.udpApp[0].destPort,2000,
General-2-20210504-13:12:44-10492,param,,,**.networkServer.udpApp[0].localPort,1000,
General-2-20210504-13:12:44-10492,param,,,**.networkServer.udpApp[0].adrMethod,"""avg""",
General-2-20210504-13:12:44-10492,param,,,**.numberOfPacketsToSend,0,
General-2-20210504-13:12:44-10492,param,,,**.timeToFirstPacket,exponential(100s),
General-2-20210504-13:12:44-10492,param,,,**.timeToNextPacket,exponential(100s),
General-2-20210504-13:12:44-10492,param,,,**.alohaChannelModel,false,
General-2-20210504-13:12:44-10492,param,,,**.numberOfNodes,1,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**.initFromDisplayString,false,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**.evaluateADRinNode,false,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**initialLoRaSF,12,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**initialLoRaBW,125 kHz,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**initialLoRaCR,5,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**initialLoRaTP,14 dBm,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[0].**.initialX,1549.14m,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[0].**.initialY,15m,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[0].**.initialZ,620.8m,
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].LoRaNic.radio.energyConsumerType,"""LoRaEnergyConsumer""",
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].**.energySourceModule,"""IdealEpEnergyStorage""",
General-2-20210504-13:12:44-10492,param,,,**.loRaNodes[*].LoRaNic.radio.energyConsumer.configFile,"xmldoc(""energyConsumptionParameters.xml"")",
General-2-20210504-13:12:44-10492,param,,,**.sigma,0,
General-2-20210504-13:12:44-10492,param,,,**.constraintAreaMinX,0m,
General-2-20210504-13:12:44-10492,param,,,**.constraintAreaMinY,0m,
General-2-20210504-13:12:44-10492,param,,,**.constraintAreaMinZ,0m,
General-2-20210504-13:12:44-10492,param,,,**.constraintAreaMaxX,3000m,
General-2-20210504-13:12:44-10492,param,,,**.constraintAreaMaxY,3000m,
General-2-20210504-13:12:44-10492,param,,,**.constraintAreaMaxZ,3000m,
General-2-20210504-13:12:44-10492,param,,,CartagenaOPAL.**.radio.separateTransmissionParts,false,
General-2-20210504-13:12:44-10492,param,,,CartagenaOPAL.**.radio.separateReceptionParts,false,
General-2-20210504-13:12:44-10492,param,,,**.delayer.config,"xmldoc(""cloudDelays.xml"")",
General-2-20210504-13:12:44-10492,param,,,**.radio.radioMediumModule,"""OpalLoRaRadioMedium""",
General-2-20210504-13:12:44-10492,param,,,**.minInterferenceTime,0s,
General-2-20210504-13:12:44-10492,param,,,**.displayAddresses,false,
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.carrierFrequency,868MHz,
General-2-20210504-13:12:44-10492,param,,,**.mediumLimitCache.carrierFrequency,868MHz,
General-2-20210504-13:12:44-10492,param,,,**.radio.carrierFrequency,868MHz,
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.loadMeshesFromFile,true,
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.useDecimalDegreeDelta,true,
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.meshesPath,"""meshes_cartagena""",
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.receptionRadius,2m,
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.maxNumberOfReflections,30,
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.pathLoss.typename,"""TwoRayInterference""",
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.meshesFileList,"""/home/anrunie/Documentos/GIRTEL/LoRa-INET-AI1/inet/simulations/meshes_cartagena_new/meshes/names.txt""",
General-2-20210504-13:12:44-10492,param,,,**.OpalLoRaRadioMedium.isStatic,true,
General-12-20210504-13:13:38-10647,runattr,,,configname,General,
General-12-20210504-13:13:38-10647,runattr,,,datetime,20210504-13:13:38,
General-12-20210504-13:13:38-10647,runattr,,,experiment,General,
General-12-20210504-13:13:38-10647,runattr,,,inifile,loRaNetworkCartagenaOPAL-SINTOPOGRAFIA.ini,
General-12-20210504-13:13:38-10647,runattr,,,iterationvars,"$0=""avg""",
General-12-20210504-13:13:38-10647,runattr,,,iterationvarsf,avg-,
General-12-20210504-13:13:38-10647,runattr,,,measurement,"$0=""avg""",
General-12-20210504-13:13:38-10647,runattr,,,network,CartagenaOPAL,
General-12-20210504-13:13:38-10647,runattr,,,processid,10647,
General-12-20210504-13:13:38-10647,runattr,,,repetition,12,
General-12-20210504-13:13:38-10647,runattr,,,replication,#12,
General-12-20210504-13:13:38-10647,runattr,,,resultdir,results,
General-12-20210504-13:13:38-10647,runattr,,,runnumber,12,
General-12-20210504-13:13:38-10647,runattr,,,seedset,12,
General-12-20210504-13:13:38-10647,param,,,**.numberOfGateways,15,
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[*].numUdpApps,1,
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[*].packetForwarder.localPort,2000,
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[*].packetForwarder.destPort,1000,
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[*].packetForwarder.destAddresses,"""networkServer""",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[*].packetForwarder.indexNumber,0,
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[*].receptionRadius,1,
General-12-20210504-13:13:38-10647,param,,,**.LoRaGWNic.radio.iAmGateway,true,
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[*].**.initFromDisplayString,false,
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[0].**.initialX,"uniform(1583.19m, 1583.49m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[0].**.initialY,"uniform(0.65m, 0.95m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[0].**.initialZ,"uniform(644.45m,644.75m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[1].**.initialX,"uniform(1607.25m,1607.55m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[1].**.initialY,"uniform(0.65m, 0.95m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[1].**.initialZ,"uniform(653.15m,653.55m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[2].**.initialX,"uniform(1618.35m, 1618.65m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[2].**.initialY,"uniform(0.65m, 0.95m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[2].**.initialZ,"uniform(629.15m,629.45m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[3].**.initialX,"uniform(1625.75m, 1626.05m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[3].**.initialY,"uniform(0.65m, 0.95m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[3].**.initialZ,"uniform(692.14m, 692.44m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[4].**.initialX,"uniform(1608.05m, 1608.35m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[4].**.initialY,"uniform(0.65m, 0.95m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[4].**.initialZ,"uniform(702.65m, 702.95m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[5].**.initialX,"uniform(1578.75m, 1579.05m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[5].**.initialY,"uniform(0.65m, 0.95m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[5].**.initialZ,"uniform(680.85m, 681.15m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[6].**.initialX,"uniform(1560.05m, 1560.35m)",
General-12-20210504-13:13:38-10647,param,,,**.loRaGW[6].**.initialY,"uniform(0.65m, 0.95m)",
